TAID,Pubchem CID,IUPAC Name,SMILES,Canonical SMILES,InChIKey,mouse_intraperitoneal_LD50,mammal (species unspecified)_intraperitoneal_LD50,guinea pig_intraperitoneal_LD50,rat_intraperitoneal_LD50,rabbit_intraperitoneal_LD50,mouse_intraperitoneal_LDLo,rat_intraperitoneal_LDLo,mouse_intravenous_LD50,guinea pig_intravenous_LD50,rat_intravenous_LD50,rabbit_intravenous_LD50,dog_intravenous_LD50,cat_intravenous_LD50,mouse_intravenous_LDLo,guinea pig_intravenous_LDLo,rat_intravenous_LDLo,rabbit_intravenous_LDLo,dog_intravenous_LDLo,cat_intravenous_LDLo,mouse_oral_LD50,mammal (species unspecified)_oral_LD50,guinea pig_oral_LD50,rat_oral_LD50,rabbit_oral_LD50,dog_oral_LD50,cat_oral_LD50,bird-wild_oral_LD50,quail_oral_LD50,duck_oral_LD50,chicken_oral_LD50,mouse_oral_LDLo,rat_oral_LDLo,rabbit_oral_LDLo,dog_oral_LDLo,cat_oral_LDLo,man_oral_TDLo,women_oral_TDLo,human_oral_TDLo,mouse_unreported_LD50,mammal (species unspecified)_unreported_LD50,rat_unreported_LD50,mouse_skin_LD50,guinea pig_skin_LD50,rat_skin_LD50,rabbit_skin_LD50,rabbit_skin_LDLo,mouse_subcutaneous_LD50,mammal (species unspecified)_subcutaneous_LD50,guinea pig_subcutaneous_LD50,rat_subcutaneous_LD50,rabbit_subcutaneous_LD50,mouse_subcutaneous_LDLo,guinea pig_subcutaneous_LDLo,rat_subcutaneous_LDLo,rabbit_subcutaneous_LDLo,frog_subcutaneous_LDLo,mouse_intramuscular_LD50,rat_intramuscular_LD50,mouse_parenteral_LD50
TOX-19951,27537,"3,4-dimethyl-6-phenyl-[1,2]oxazolo[3,4-d]pyridazin-7-one",Cc1nn(-c2ccccc2)c(=O)c2noc(C)c12,Cc1nn(-c2ccccc2)c(=O)c2noc(C)c12,YNMXHASRQBEXMM-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,999.9585493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19952,27538,"3,4-dimethyl-6H-[1,2]oxazolo[3,4-d]pyridazin-7-one",Cc1n[nH]c(=O)c2noc(C)c12,Cc1n[nH]c(=O)c2noc(C)c12,DINKYECDKUZHJM-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,999.9878908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19953,204191,"5-(2-chloroethyl)-4-methyl-1,3-thiazol-2-amine",Cc1nc(N)sc1CCCl,Cc1nc(N)sc1CCCl,QPQCVWCKOPRCAM-UHFFFAOYSA-N,124.9985851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19954,204192,N-[(tert-butylamino)-phenylphosphanyl]-2-methylpropan-2-amine,CC(C)(C)NP(NC(C)(C)C)c1ccccc1,CC(C)(C)NP(NC(C)(C)C)c1ccccc1,FXGDOVYIOJZOFX-UHFFFAOYSA-N,,,,,,,,179.9985733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19955,204194,bis(tert-butylamino)-methyl-phenylphosphanium,CC(C)(C)N[P+](C)(NC(C)(C)C)c1ccccc1,CC(C)(C)N[P+](C)(NC(C)(C)C)c1ccccc1,XGVBCNXFMINSEZ-UHFFFAOYSA-N,,,,,,,,0.559985339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19956,27543,"9-methoxy-6-methyl-2,3,4,5-tetrahydro-1H-azepino[4,5-b]indole",COc1ccc2c(c1)c1c(n2C)CCNCC1,COc1ccc2c(c1)c1c(n2C)CCNCC1,KOSKDCNBMSADMZ-UHFFFAOYSA-N,99.99956581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19957,27549,"6-ethyl-2,3,4,5-tetrahydro-1H-azepino[4,5-b]indole",CCn1c2c(c3ccccc31)CCNCC2,CCn1c2c(c3ccccc31)CCNCC2,OBSWKZOJIVJJES-UHFFFAOYSA-N,99.99906683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19958,27551,"3,6-dimethyl-1,2,4,5-tetrahydroazepino[4,5-b]indole",CN1CCc2c(n(C)c3ccccc23)CC1,CN1CCc2c(n(C)c3ccccc23)CC1,QZKMZMYWNBQFQN-UHFFFAOYSA-N,125.9988242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19959,27552,"9-fluoro-1,2,3,4,5,6-hexahydroazepino[4,5-b]indole",Fc1ccc2[nH]c3c(c2c1)CCNCC3,Fc1ccc2[nH]c3c(c2c1)CCNCC3,PAOLJJUVRCDQAE-UHFFFAOYSA-N,74.99706243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19960,27553,"9-methyl-1,2,3,4,5,6-hexahydroazepino[4,5-b]indole",Cc1ccc2[nH]c3c(c2c1)CCNCC3,Cc1ccc2[nH]c3c(c2c1)CCNCC3,FVLVZXBWCQAPAT-UHFFFAOYSA-N,177.9955565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19961,204197,1-butyl-1-[5-(1-butylpiperidin-1-ium-1-yl)pentyl]piperidin-1-ium,CCCC[N+]1(CCCCC[N+]2(CCCC)CCCCC2)CCCCC1,CCCC[N+]1(CCCCC[N+]2(CCCC)CCCCC2)CCCCC1,WDMGZKNFUNHUNP-UHFFFAOYSA-N,,,,,,,,9.998553804,,,,,,,,,,,,449.9349214,,,,,,,,,,,,,,,,,,,,,,,,,,,33.99508293,,,,,,,,,,,,
TOX-19962,27555,"9-methoxy-3,6-dimethyl-1,2,4,5-tetrahydroazepino[4,5-b]indole",COc1ccc2c(c1)c1c(n2C)CCN(C)CC1,COc1ccc2c(c1)c1c(n2C)CCN(C)CC1,CXMOALYJJYOEIV-UHFFFAOYSA-N,141.9953508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19963,27559,"6-methyl-2,3,4,5-tetrahydro-1H-azepino[4,5-b]indole",Cn1c2c(c3ccccc31)CCNCC2,Cn1c2c(c3ccccc31)CCNCC2,ZBXDOQWPGBISAR-UHFFFAOYSA-N,111.997204,,,57.99855209,,,,,,,,,,,,,,,,,,,95.99760336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19964,27561,"10-methoxy-6-methyl-2,3,4,5-tetrahydro-1H-azepino[4,5-b]indole",COc1cccc2c1c1c(n2C)CCNCC1,COc1cccc2c1c1c(n2C)CCNCC1,PXQJHHDPRXMMOM-UHFFFAOYSA-N,141.9993833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19965,96530,9-butyl-6-methylsulfanylpurine,CCCCn1cnc2c(SC)ncnc21,CCCCn1cnc2c(SC)ncnc21,OHHJPJULCIJFST-UHFFFAOYSA-N,,,,,,,,179.9943325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19966,27565,"4-amino-5-hydroxycyclohepta-2,4,6-trien-1-one",Nc1ccc(O)ccc1=O,Nc1ccc(O)ccc1=O,OCJHCMZWHYSFPN-UHFFFAOYSA-N,230.0033545,,,,,,,177.0025814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0077445,,,,,,,,,,,,
TOX-19967,95062,"6-bromo-1,3-benzodioxole-5-carbaldehyde",O=Cc1cc2c(cc1Br)OCO2,O=Cc1cc2c(cc1Br)OCO2,CSQUXTSIDQURDV-UHFFFAOYSA-N,,,,,,,,56.00024449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19968,167496,methyl (3-methyl-4-nitrophenyl) hydrogen phosphate,COP(=O)(O)Oc1ccc([N+](=O)[O-])c(C)c1,COP(=O)(O)Oc1ccc([N+](=O)[O-])c(C)c1,PFGNIZHUAOEYKD-UHFFFAOYSA-N,429.9947799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19969,204199,"N,N-dimethyl-3-(2-methylthioxanthen-9-ylidene)propan-1-amine",Cc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,Cc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,ULIUQVRAYLOAOJ-UHFFFAOYSA-N,,,,,,,,38.41289437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19970,204201,"3-(2-ethylthioxanthen-9-ylidene)-N,N-dimethylpropan-1-amine",CCc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,CCc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,BUTBJHLTXFLASO-UHFFFAOYSA-N,,,,,,,,32.00227482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19971,204203,"N,N-dimethyl-3-(2-propan-2-ylthioxanthen-9-ylidene)propan-1-amine",CC(C)c1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,CC(C)c1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,QYQRZUFCHQJONE-UHFFFAOYSA-N,,,,,,,,38.70340674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19972,204205,"N,N-dimethyl-3-[2-(2-methylpropyl)thioxanthen-9-ylidene]propan-1-amine",CC(C)Cc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,CC(C)Cc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,BYJSJUHIBWCWTG-UHFFFAOYSA-N,,,,,,,,22.19789533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19973,204211,"1,4-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-2,4,9(16),10,12,14-hexaene",c1ccc2c(c1)c1c3c(nccn32)CCC1,c1ccc2c(c1)c1c3c(nccn32)CCC1,KNJNKOROEJDWGW-UHFFFAOYSA-N,181.9965046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19974,204213,"12-methyl-1,4-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-2,4,9(16),10(15),11,13-hexaene",Cc1ccc2c(c1)c1c3c(nccn32)CCC1,Cc1ccc2c(c1)c1c3c(nccn32)CCC1,ZHTWYYQXWNZIMN-UHFFFAOYSA-N,177.9911918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19975,204214,"2,3,4,6,7,8,9,9a-octahydropyrido[1,2-a]pyrazin-1-one",O=C1NCCN2CCCCC12,O=C1NCCN2CCCCC12,AGBUHYGWJRLISC-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,1999.961094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19976,204215,"4-N-[2-(3,4-dichlorophenyl)ethyl]pyridine-3,4-diamine",Nc1cnccc1NCCc1ccc(Cl)c(Cl)c1,Nc1cnccc1NCCc1ccc(Cl)c(Cl)c1,ICVDDNTXPGKGGI-UHFFFAOYSA-N,99.99858235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19977,204216,N-(2-phenylethyl)pyridin-4-amine,c1ccc(CCNc2ccncc2)cc1,c1ccc(CCNc2ccncc2)cc1,SYEYBZWRMMNJAY-UHFFFAOYSA-N,19.99909212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19978,96648,"2-(3-methylbut-2-enyl)isoindole-1,3-dione",CC(C)=CCN1C(=O)c2ccccc2C1=O,CC(C)=CCN1C(=O)c2ccccc2C1=O,NPPJFTLLMRKUHM-UHFFFAOYSA-N,,,,,,,,319.9970268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19979,204217,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-acetyl-N-methylcarbamate",CC(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CC(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)C2,BUVAFNKYHGEFIW-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,49.99943025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19980,27570,1-phenylpyridin-1-ium-3-ol,Oc1ccc[n+](-c2ccccc2)c1,Oc1ccc[n+](-c2ccccc2)c1,MPCCSJIXMCDZEP-UHFFFAOYSA-O,749.9695128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19981,204219,acetamido-benzyl-dimethylazanium,CC(=O)N[N+](C)(C)Cc1ccccc1,CC(=O)N[N+](C)(C)Cc1ccccc1,FKCSZUWAUBGQLA-UHFFFAOYSA-O,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19982,204221,acetamido-[(2-bromophenyl)methyl]-dimethylazanium,CC(=O)N[N+](C)(C)Cc1ccccc1Br,CC(=O)N[N+](C)(C)Cc1ccccc1Br,SFSNGHYYUCWTDQ-UHFFFAOYSA-O,919.9797187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19983,204223,acetamido-[(2-chlorophenyl)methyl]-dimethylazanium,CC(=O)N[N+](C)(C)Cc1ccccc1Cl,CC(=O)N[N+](C)(C)Cc1ccccc1Cl,GIINXAKCPJRDSQ-UHFFFAOYSA-O,1019.977603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19984,27571,[2-chloro-5-(2-methylbutan-2-yl)phenyl] N-methylcarbamate,CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,BBRASQCNDLKYHM-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,74.99853375,,,,8.999824049,,,,41.9991789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19985,27572,2-[bis(2-aminoethoxy)-methylsilyl]oxyethanamine,C[Si](OCCN)(OCCN)OCCN,C[Si](OCCN)(OCCN)OCCN,MTFXHUJCCIXNJC-UHFFFAOYSA-N,400.0017909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19986,27573,2-[2-aminoethoxy(dimethyl)silyl]oxyethanamine,C[Si](C)(OCCN)OCCN,C[Si](C)(OCCN)OCCN,XCYUKUCZYUZAOV-UHFFFAOYSA-N,569.9744264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19987,204224,2-[bis(2-aminoethoxy)-ethylsilyl]oxyethanamine,CC[Si](OCCN)(OCCN)OCCN,CC[Si](OCCN)(OCCN)OCCN,SWPJKMGHGWRJSH-UHFFFAOYSA-N,499.9873618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19988,27574,4-pyrrolidin-1-ylbut-2-ynyl N-(3-chlorophenyl)carbamate,O=C(Nc1cccc(Cl)c1)OCC#CCN1CCCC1,O=C(Nc1cccc(Cl)c1)OCC#CCN1CCCC1,ARFAGUMSEYHDPD-UHFFFAOYSA-N,,,,,,,,9.99979506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19989,72781,"1-N,4-N-dichloro-2-methoxycyclohexa-2,5-diene-1,4-diimine",COC1=CC(=NCl)C=CC1=NCl,COC1=CC(=NCl)C=CC1=NCl,SWPHLJNFOOCNJH-UHFFFAOYSA-N,279.9945378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19990,27577,N'-(4-methyl-1-propan-2-yl-2-bicyclo[3.1.0]hexanyl)pyridine-4-carbohydrazide,CC1CC(NNC(=O)c2ccncc2)C2(C(C)C)CC12,CC1CC(NNC(=O)c2ccncc2)C2(C(C)C)CC12,KCGOJFBGYJTXFU-UHFFFAOYSA-N,,,,,,,,55.99795159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19991,27579,(2-chlorophenyl)methyl-[2-[[8-[2-[(2-chlorophenyl)methyl-diethylazaniumyl]ethylamino]-8-oxooctanoyl]amino]ethyl]-diethylazanium,CC[N+](CC)(CCNC(=O)CCCCCCC(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CC[N+](CC)(CCNC(=O)CCCCCCC(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,JHDCYKRPCHEDDN-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.399608836,,,,,,,,,,,,
TOX-19992,27581,(2-chlorophenyl)methyl-[2-[[4-[2-[(2-chlorophenyl)methyl-diethylazaniumyl]ethylamino]-4-oxobutanoyl]amino]ethyl]-diethylazanium,CC[N+](CC)(CCNC(=O)CCC(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CC[N+](CC)(CCNC(=O)CCC(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,MUIBIHRCZYKMJN-UHFFFAOYSA-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.099676461,,,,,,,,,,,,
TOX-19993,204228,"2-(diethylamino)-N-(2,6-dimethylphenyl)pent-4-ynamide",C#CCC(C(=O)Nc1c(C)cccc1C)N(CC)CC,C#CCC(C(=O)Nc1c(C)cccc1C)N(CC)CC,MGHTZXLQFILNDE-UHFFFAOYSA-N,,,,,,,,41.00120412,,,,,,,,,,,,742.0217924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19994,204229,2-(4-chlorophenoxy)-N-(4-hydroxyphenyl)-2-methylpropanamide,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(O)cc1,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(O)cc1,OHJFNGSQWUFMTJ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,2999.892075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19995,135400176,"2,4-dichloro-5-nitro-1H-imidazole",O=[N+]([O-])c1nc(Cl)[nH]c1Cl,O=[N+]([O-])c1nc(Cl)[nH]c1Cl,XJHISXIOFMXKNU-UHFFFAOYSA-N,,,,,,,,55.99815356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19996,96534,"3,6-dimethyl-2,4-dinitrophenol",Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1O,Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1O,RROXWBBJMPCPHD-UHFFFAOYSA-N,,,,,,,,179.9991514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19997,3037083,"5-phenyl-2H-1,2,4-triazine-3-thione",S=c1nncc(-c2ccccc2)[nH]1,S=c1nncc(-c2ccccc2)[nH]1,VWXNWTKUEPUSRZ-UHFFFAOYSA-N,,,,374.9940556,,,,,,,,,,,,,174.997226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19998,6444719,N-[(Z)-(5-nitrofuran-2-yl)methylideneamino]morpholine-4-carboxamide,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)N1CCOCC1,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)N1CCOCC1,NVAUCWNDTOEUTI-XFFZJAGNSA-N,150.0005594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-19999,204231,N-carbamoyl-5-methyl-3-(3-methylbutan-2-yl)-2-oxooxolane-3-carboxamide,CC1CC(C(=O)NC(N)=O)(C(C)C(C)C)C(=O)O1,CC1CC(C(=O)NC(N)=O)(C(C)C(C)C)C(=O)O1,YXBQAZSGXWPOHP-UHFFFAOYSA-N,1844.985601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20000,27589,5-methyl-3-(3-methylbutan-2-yl)oxolan-2-one,CC1CC(C(C)C(C)C)C(=O)O1,CC1CC(C(C)C(C)C)C(=O)O1,IBZPZEZGVVMSMM-UHFFFAOYSA-N,649.9923639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20001,2078,"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",CCc1cccc(CC)c1N(COC)C(=O)CCl,CCc1cccc(CC)c1N(COC)C(=O)CCl,XCSGPAVHZFQHGE-UHFFFAOYSA-N,,,,,,,599.9955522,,,,,,,,,,,,,461.996575,2999.977759,,929.9931055,1739.987102,,,,,,,,,,,,,,,,1199.991103,,,,1199.991103,3499.974055,,,,,,,,,,,,,,
TOX-20002,27590,"(11-methoxy-5,12-dimethyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),7,11-trien-8-yl)methyl carbamate",COC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CC2C3N2C)C1=O,COC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CC2C3N2C)C1=O,FSJQMPDKDHPEJH-UHFFFAOYSA-N,,,,,,,,18.99954124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20003,4338381,"1,3-dinitroso-1,3-diazinane",O=NN1CCCN(N=O)C1,O=NN1CCCN(N=O)C1,JSPJZBZNGPDBLH-UHFFFAOYSA-N,,,,299.9916741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20004,671051,5-[(2-chlorophenyl)methylidene]-3-phenyl-2-sulfanylideneimidazolidin-4-one,O=C1C(=Cc2ccccc2Cl)NC(=S)N1c1ccccc1,O=C1C(=Cc2ccccc2Cl)NC(=S)N1c1ccccc1,AJAIMVRIXHLBQV-UHFFFAOYSA-N,3000.028591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20005,3032642,5-[(2-chlorophenyl)methylidene]-3-(4-methylphenyl)-2-sulfanylideneimidazolidin-4-one,Cc1ccc(N2C(=O)C(=Cc3ccccc3Cl)NC2=S)cc1,Cc1ccc(N2C(=O)C(=Cc3ccccc3Cl)NC2=S)cc1,PJVHSNYLNLUDJN-UHFFFAOYSA-N,2999.78104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20006,832910,5-[(4-chlorophenyl)methylidene]-3-phenyl-2-sulfanylideneimidazolidin-4-one,O=C1C(=Cc2ccc(Cl)cc2)NC(=S)N1c1ccccc1,O=C1C(=Cc2ccc(Cl)cc2)NC(=S)N1c1ccccc1,NNTLJNZISPOILH-UHFFFAOYSA-N,3000.028591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20007,3032643,5-[(4-chlorophenyl)methylidene]-3-(4-methylphenyl)-2-sulfanylideneimidazolidin-4-one,Cc1ccc(N2C(=O)C(=Cc3ccc(Cl)cc3)NC2=S)cc1,Cc1ccc(N2C(=O)C(=Cc3ccc(Cl)cc3)NC2=S)cc1,LKWUBIVQDMRXLN-UHFFFAOYSA-N,2999.78104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20008,2366465,"2,8-bis(sulfanylidene)-7,9-dihydro-3H-purin-6-one",O=c1[nH]c(=S)[nH]c2[nH]c(=S)[nH]c12,O=c1[nH]c(=S)[nH]c2[nH]c(=S)[nH]c12,NDSUZZIWNBVBKW-UHFFFAOYSA-N,399.9041188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20009,204232,"1,2,3,5-tetrahydro-3-benzazepin-4-one",O=C1Cc2ccccc2CCN1,O=C1Cc2ccccc2CCN1,GYIYVTGAOWHWRI-UHFFFAOYSA-N,599.9851127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20010,27603,"ethyl 1-[2-(2-hydroxy-2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyl)ethyl]-4-phenylpiperidine-4-carboxylate",CCOC(=O)C1(c2ccccc2)CCN(CCC2(O)c3ccccc3CCc3ccccc32)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCC2(O)c3ccccc3CCc3ccccc32)CC1,MBGCDGZPAPKKQC-UHFFFAOYSA-N,599.9680592,,,,,,,,,,,,,,,,,,,1199.936119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20011,27605,"ethyl 1-(2-oxo-3,3-diphenylpropyl)-4-phenylpiperidine-4-carboxylate",CCOC(=O)C1(c2ccccc2)CCN(CC(=O)C(c2ccccc2)c2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CC(=O)C(c2ccccc2)c2ccccc2)CC1,AVXUUIKFVGHAIS-UHFFFAOYSA-N,425.0279122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20012,27606,(4-chlorophenyl)-[3-(2H-tetrazol-5-ylmethyl)indol-1-yl]methanone,O=C(c1ccc(Cl)cc1)n1cc(Cc2nn[nH]n2)c2ccccc21,O=C(c1ccc(Cl)cc1)n1cc(Cc2nn[nH]n2)c2ccccc21,ZDHHGGFQZRPUSN-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,1200.106581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-20013,31014,"1-(2,4,5-trimethoxyphenyl)propan-2-amine",COc1cc(OC)c(OC)cc1CC(C)N,COc1cc(OC)c(OC)cc1CC(C)N,TVSIMAWGATVNGK-UHFFFAOYSA-N,179.9936084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9957387,,,,,,,,,,,,,,,,,,,,
